Familia profesional,Nivel Ciclo Formativo,Ciclo Formativo,Unidades de competencia acreditadas,Módulos profesionales convalidables
Seguridad y Medio Ambiente,CFGM,Técnico en Sanidad Ambiental Aplicada,"UC2591_2: Realizar las operaciones de acondicionamiento, conservación y limpieza de las instalaciones susceptibles de proliferación y dispersión de Legionella y otros posibles organismos nocivos.
UC2592_2: Realizar las operaciones de desinfección en las instalaciones susceptibles de proliferación y dispersión de Legionella y otros posibles organismos nocivos.
UC2593_2: Realizar las operaciones de mantenimiento higiénico-sanitario, revisión y control de las instalaciones susceptibles de proliferación y dispersión de Legionella y otros posibles organismos nocivos.",1700. Control de Legionella y otros organismos nocivos en instalaciones de riesgo.
Seguridad y Medio Ambiente,CFGM,Técnico en Sanidad Ambiental Aplicada,"UC2522_2: Realizar los procesos de limpieza, mantenimiento de equipos y tratamiento del agua de vasos de piscinas y otras instalaciones acuáticas.",1701. Control de organismos nocivos en piscinas y otras instalaciones acuáticas.
Seguridad y Medio Ambiente,CFGM,Técnico en Sanidad Ambiental Aplicada,"UC2681_2: Realizar operaciones de identificación de especies de aves perjudiciales para la actividad humana, caracterización de su hábitat y zonas de colonización.
UC2682_2: Aplicar procedimientos físicos para el control de aves perjudiciales para la actividad humana.
UC2683_2: Aplicar tratamientos biocidas para el control de especies de aves perjudiciales para la actividad humana.",1702. Control de aves-plaga.
Seguridad y Medio Ambiente,CFGM,Técnico en Sanidad Ambiental Aplicada,"UC2515_2: Aplicar medios, artículos tratados, precursores y productos químicos, desinfectantes o alguicidas en espacios/equipos, no destinados a la aplicación directa a personas o animales ni en contacto directo con alimentos o piensos.
UC2516_2: Aplicar medios, artículos tratados, precursores y productos químicos y desinfectantes en la higiene veterinaria o en la aplicación directa sobre piel intacta de un animal.
UC2517_2: Aplicar medios, artículos tratados, precursores, productos químicos y desinfectantes en materiales en contacto con alimentos o piensos.",1703. Control de organismos nocivos mediante desinfección.
Seguridad y Medio Ambiente,CFGM,Técnico en Sanidad Ambiental Aplicada,«UC2519_2: Realizar las funciones de nivel básico para la prevención de riesgos laborales.,1732. Nivel básico de Prevención de riesgos laborales.
Seguridad y Medio Ambiente,CFGM,Técnico en Seguridad,"UC9998_2: Comunicarse en lengua inglesa con un nivel de usuario básico (A2), según el marco común europeo de referencia para las lenguas, en el ámbito profesional.",0156. Inglés.
Seguridad y Medio Ambiente,CFGM,Técnico en Seguridad,"UC1966_2: Realizar labores de apoyo en contingencias en el medio natural y rural.
UC0272_2: Asistir como primer interviniente en caso de accidente o situación de emergencia.
UC2290_2: Realizar las operaciones de prevención y las acciones de contención en sucesos descontrolados de origen natural y tecnológico.",1678. Vigilancia e intervención operativa básica en incendios.
Seguridad y Medio Ambiente,CFGM,Técnico en Seguridad,"UC0080_2: Efectuar la vigilancia y protección de bienes y personas en espacios delimitados y del transporte de fondos y objetos valiosos.
UC0081_2: Efectuar el acompañamiento, defensa y protección de persona o grupos concretos.
UC0082_2: Efectuar la vigilancia y protección de fábricas, depósitos y transporte de explosivos, armas, cartuchería y sustancias peligrosas.",1679. Vigilancia y Protección.
Seguridad y Medio Ambiente,CFGM,Técnico en Seguridad,"UC0405_2: Efectuar la vigilancia y protección de personas, bienes, instalaciones agroforestales, industriales o comerciales en fincas rústicas.
UC0406_2: Efectuar la vigilancia, protección y conservación de los aspectos del régimen cinegético en fincas de caza y espacios de pesca fluvial.
UC0407_2: Efectuar la vigilancia y protección de los establecimientos de acuicultura y zonas marítimas con fines pesqueros.","1680. Guarderío rural, cinegético, fluvial y marítimo."
Seguridad y Medio Ambiente,CFGS,Técnico Superior en Coordinación de Emergencias y Protección Civil,UC1751_3: Realizar operaciones de planificación de protección civil y emergencias en el ámbito de competencia asignado y participar en otros de superior nivel.,1501. Planificación en emergencias y protección civil.
Seguridad y Medio Ambiente,CFGS,Técnico Superior en Coordinación de Emergencias y Protección Civil,"UC1752_3: Intervenir en la realización del catálogo de riesgos y fomentar el estudio de los mismos a entidades públicas o privadas en el ámbito de competencia asignado.
UC1968_3: Planificar y coordinar las operaciones de vigilancia, detección, extinción y prevención de las unidades de intervención en incendios forestales.",1502. Evaluación de riesgos y medidas preventivas.
Seguridad y Medio Ambiente,CFGS,Técnico Superior en Coordinación de Emergencias y Protección Civil,"UC1753_3: Difundir y proponer medidas preventivas y de autoprotección corporativa y ciudadana en protección civil y emergencias en el ámbito de competencia asignada.
UC1968_3: Planificar y coordinar las operaciones de vigilancia, detección, extinción y prevención de las unidades de intervención en incendios forestales.
UC1970_2: Realizar las funciones de nivel básico para la prevención de riesgos laborales en el ámbito de la prevención y extinción de incendios forestales.",1503. Planificación y desarrollo de acciones formativas informativas y divulgativas.
Seguridad y Medio Ambiente,CFGS,Técnico Superior en Coordinación de Emergencias y Protección Civil,"UC1754_3: Intervenir en las operaciones de protección civil y emergencias, previstas en los planes, durante el transcurso de la emergencia.
UC1755_3: Participar en actividades destinadas a la rehabilitación de zonas afectadas por catástrofes, en el ámbito de competencia asignada
UC1970_2: Realizar las funciones de nivel básico para la prevención de riesgos laborales en el ámbito de la prevención y extinción de incendios forestales.","1504. Supervisión de la intervención en riesgos producidos por fenómenos naturales.
1505. Supervisión de la intervención en riesgos tecnológicos y antrópicos."
Seguridad y Medio Ambiente,CFGS,Técnico Superior en Coordinación de Emergencias y Protección Civil,"UC1968_3: Planificar y coordinar las operaciones de vigilancia, detección, extinción y prevención de las unidades de intervención en incendios forestales.
UC1754_3: Intervenir en las operaciones de protección civil y emergencias, previstas en los planes, durante el transcurso de la emergencia.
UC1970_2: Realizar las funciones de nivel básico para la prevención de riesgos laborales en el ámbito de la prevención y extinción de incendios forestales.","1506. Supervisión de la intervención en incendios forestales y quemas prescritas.
1507. Supervisión de la intervención en operaciones de incendios urbanos y emergencias ordinarias."
Seguridad y Medio Ambiente,CFGS,Técnico Superior en Coordinación de Emergencias y Protección Civil,"UC1969_3: Coordinar las unidades de intervención en labores de apoyo a los grupos operativos de protección civil en contingencias en el medio natural y rural
UC1754_3: Intervenir en las operaciones de protección civil y emergencias, previstas en los planes, durante el transcurso de la emergencia
UC0272_2: Asistir como primer interviniente en caso de accidente o situación de emergencia.","1508. Supervisión de la intervención en operaciones de salvamento y rescate.
1509. Supervisión de las acciones de apoyo a las personas afectadas por desastres y catástrofes."
Seguridad y Medio Ambiente,CFGS,Técnico Superior en Coordinación de Emergencias y Protección Civil,"UC1967_3: Organizar los medios humanos y materiales de la unidad de intervención, en la lucha contra incendios forestales y apoyo a contingencias en el medio natural y rural.
UC1968_3: Planificar y coordinar las operaciones de vigilancia, detección, extinción y prevención de las unidades de intervención en incendios forestales.",1510. Gestión de recursos de emergencias y protección civil.
Seguridad y Medio Ambiente,CFGS,Técnico Superior en Educación y Control Ambiental,UC0083_3: Controlar y vigilar los espacios naturales y su uso público.,0792. Actividades de uso público.
Seguridad y Medio Ambiente,CFGS,Técnico Superior en Educación y Control Ambiental,"UC0083_3: Controlar y vigilar los espacios naturales y su uso público.
UC0085_3: Controlar el aprovechamiento de los recursos cinegéticos y piscícolas.",0786. Medio natural.
Seguridad y Medio Ambiente,CFGS,Técnico Superior en Educación y Control Ambiental,UC0803_3: Guiar grupos de personas por el entorno y sus representaciones para contribuir a su sensibilización y capacitación ambiental.,0793. Desenvolvimiento en el medio.
Seguridad y Medio Ambiente,CFGS,Técnico Superior en Educación y Control Ambiental,UC0804_3: Informar sobre el medio ambiente y sus valores.,0785. Estructura y dinámica del medio ambiente.
Seguridad y Medio Ambiente,CFGS,Técnico Superior en Educación y Control Ambiental,UC0805_3: Interpretar la influencia recíproca de las actividades humanas y el medio socio-natural.,0787. Actividades humanas y problemática ambiental.
Seguridad y Medio Ambiente,CFGS,Técnico Superior en Educación y Control Ambiental,"UC0805_3: Interpretar la influencia recíproca de las actividades humanas y el medio socio-natural.
UC0806_3: Desarrollar programas de educación ambiental y facilitar procesos educativos.","0790. Técnicas de educación ambiental.
0791. Programas de educación ambiental."
Seguridad y Medio Ambiente,CFGS,Técnico Superior en Prevención de Riesgos Profesionales,UC0408_3: Gestionar la prevención de riesgos laborales.,"1411. Estructura de la empresa y la prevención de riesgos.
1419. Gestión de la prevención y responsabilidad jurídica."
Seguridad y Medio Ambiente,CFGS,Técnico Superior en Prevención de Riesgos Profesionales,UC0409_3: Evaluar y controlar los riesgos derivados de las condiciones de seguridad.,1412. Condiciones de seguridad y seguridad industrial.
Seguridad y Medio Ambiente,CFGS,Técnico Superior en Prevención de Riesgos Profesionales,UC0410_3: Evaluar y controlar los riesgos físicos relacionados con el ambiente de trabajo.,1413. Riesgos físicos ambientales.
Seguridad y Medio Ambiente,CFGS,Técnico Superior en Prevención de Riesgos Profesionales,UC0411_3: Evaluar y controlar los riesgos químicos y biológicos relacionados con el ambiente de trabajo.,1414. Riesgos químicos y biológicos ambientales.
Seguridad y Medio Ambiente,CFGS,Técnico Superior en Prevención de Riesgos Profesionales,UC0412_3: Evaluar y controlar los riesgos ergonómicos y psicosociales relacionados con el trabajo.,1415. Riesgos ergonómicos y psicosociales.
Seguridad y Medio Ambiente,CFGS,Técnico Superior en Prevención de Riesgos Profesionales,UC0413_3: Actuar en situaciones de emergencia en el entorno de trabajo.,1416. Situaciones de emergencia.
Seguridad y Medio Ambiente,CFGS,Técnico Superior en Prevención de Riesgos Profesionales,"UC1618_3: Realizar las operaciones previas y de toma de datos de ruidos y vibraciones, colaborando en la realización de informes y mapas de ruido.",1418. Ruidos y vibraciones.
Seguridad y Medio Ambiente,CFGS,Técnico Superior en Química y Salud Ambiental,"UC1971_3: Gestionar la documentación normativa relativa al Sistema de Gestión Ambiental de la organización (SGA).
UC1973_3: Ejecutar la puesta en marcha y mantenimiento del Sistema de Gestión Ambiental (SGA).
UC1974_3: Evaluar los riesgos ambientales para la prevención de accidentes.",1546. Sistemas de gestión ambiental.
Seguridad y Medio Ambiente,CFGS,Técnico Superior en Química y Salud Ambiental,UC1604_3: Promover la salud de las personas y de la comunidad a través de actividades de educación en salud pública.,1547. Educación para la salud y el medio ambiente.
Seguridad y Medio Ambiente,CFGS,Técnico Superior en Química y Salud Ambiental,"UC1598_3: Realizar operaciones técnicas de prevención y control de los riesgos para la salud de la población, asociados al uso y consumo del agua.",1548. Control de aguas.
Seguridad y Medio Ambiente,CFGS,Técnico Superior en Química y Salud Ambiental,"UC1599_3: Realizar operaciones técnicas de prevención y control de los riesgos para la salud de la población, asociados a la producción y gestión de residuos sólidos.",1549. Control de residuos.
Seguridad y Medio Ambiente,CFGS,Técnico Superior en Química y Salud Ambiental,"UC1600_3: Realizar operaciones técnicas de prevención y control de los riesgos para la salud de la población, asociados al medio construido.",1550. Salud y riesgos del medio construido.
Seguridad y Medio Ambiente,CFGS,Técnico Superior en Química y Salud Ambiental,"UC1601_3: Realizar operaciones técnicas de prevención y control de los riesgos para la salud de la población, asociados a los alimentos.",1551. Control y seguridad alimentaria.
Seguridad y Medio Ambiente,CFGS,Técnico Superior en Química y Salud Ambiental,"UC1602_3: Realizar operaciones técnicas de prevención y control de los riesgos para la salud de la población, asociados a la contaminación atmosférica.
UC1615_3: Realizar las operaciones de toma de muestras y medición de la contaminación atmosférica.",1552. Contaminación ambiental y atmosférica.
Seguridad y Medio Ambiente,CFGS,Técnico Superior en Química y Salud Ambiental,"UC1603_3: Realizar operaciones técnicas de prevención y control integral de vectores, en el contexto de la salud pública, incluida la gestión del uso de productos químicos biocidas y fitosanitarios.
UC0800_3: Establecer el plan de gestión de organismos nocivos y supervisar su ejecución.",1553. Control de organismos nocivos.
Seguridad y Medio Ambiente,CFGS,Técnico Superior en Química y Salud Ambiental,"UC1597_3: Gestionar una unidad de salud ambiental.
UC1972_3: Documentar los aspectos ambientales de la organización.",1554. Unidad de salud ambiental.
Servicios Socioculturales y a la Comunidad,CFGM,Técnico en Atención a Personas en Situación de Dependencia,UC2259_2: Desarrollar las intervenciones de atención personal.,0210. Organización de la atención a las personas en situación de dependencia.
Servicios Socioculturales y a la Comunidad,CFGM,Técnico en Atención a Personas en Situación de Dependencia,"UC2261_2: Realizar intervenciones de apoyo a las actividades básicas de la vida diaria (abvd) a personas en situación de dependencia y/o con discapacidad.
UC1018_2: Facilitar la atención residencial en las actividades sociosanitarias en instituciones sociales.
UC2259_2: Desarrollar las intervenciones de atención personal.","0217. Atención higiénica.
0216. Atención sanitaria."
Servicios Socioculturales y a la Comunidad,CFGM,Técnico en Atención a Personas en Situación de Dependencia,UC2260_2: Realizar intervenciones de apoyo psico-físico y socio-emocional a personas en situación de dependencia y/o con discapacidad.,"0213. Atención y apoyo psicosocial.
0214. Apoyo a la comunicación."
Servicios Socioculturales y a la Comunidad,CFGM,Técnico en Atención a Personas en Situación de Dependencia,"UC2261_2: Realizar intervenciones de apoyo a las actividades básicas de la vida diaria (abvd) a personas en situación de dependencia y/o con discapacidad.
UC2262_2: Realizar intervenciones de apoyo a las actividades instrumentales de la vida diaria a personas en situación de dependencia y/o con discapacidad.",0215. Apoyo domiciliario.
Servicios Socioculturales y a la Comunidad,CFGM,Técnico en Atención a Personas en Situación de Dependencia,"UC1423_2: Gestionar las llamadas y alarmas entrantes en el servicio de teleasistencia.
UC1424_2: Gestionar las llamadas salientes del servicio de teleasistencia.
UC1425_2: Aplicar herramientas telemáticas y habilidades sociales para la prestación del servicio de teleasistencia.",0831. Teleasistencia.
Servicios Socioculturales y a la Comunidad,CFGS,Técnico Superior en Animación Sociocultural y Turística,"UC1868_2: Aplicar técnicas y recursos educativos de animación en el tiempo libre y otros ámbitos de la educación no formal.
UC1869_3: Coordinar la planificación, gestión y evaluación de proyectos de tiempo libre educativo y en otros ámbitos de la educación no formal.",1123. Actividades de ocio y tiempo libre.
Servicios Socioculturales y a la Comunidad,CFGS,Técnico Superior en Animación Sociocultural y Turística,UC1093_3: Crear y dinamizar grupos en situaciones de ocio.,1124. Dinamización grupal.
Servicios Socioculturales y a la Comunidad,CFGS,Técnico Superior en Animación Sociocultural y Turística,"UC1867_2: Intervenir en procesos grupales en el marco del tiempo libre educativo y otros ámbitos de la educación no formal.
UC1870_3: Liderar equipos de personal monitor en proyectos de tiempo libre educativo y otros ámbitos de educación no formal.",1124. Dinamización grupal.
Servicios Socioculturales y a la Comunidad,CFGS,Técnico Superior en Animación Sociocultural y Turística,"UC1431_3: Gestionar de actividades culturales.
UC1432_3: Programar y dinamizar proyectos culturales con las redes asociativas culturales, cívicas y sociales.
UC1433_3: Desarrollar acciones de innovación, digitalización, comunicación, marketing cultural y participación social.",1125. Animación y gestión cultural.
Servicios Socioculturales y a la Comunidad,CFGS,Técnico Superior en Animación Sociocultural y Turística,"UC1091_3: Gestionar departamentos de animación turística.
UC1092_3: Diseñar, promocionar y evaluar proyectos de animación turística.",1126. Animación turística.
Servicios Socioculturales y a la Comunidad,CFGS,Técnico Superior en Animación Sociocultural y Turística,"UC1022_3: Dinamizar la planificación, desarrollo y evaluación de intervenciones y proyectos comunitarios y de participación ciudadana que se desarrollen entre los diferentes agentes que configuran una comunidad o una zona territorial.
UC1024_3: Establecer estrategias de comunicación y difusión de los diferentes proyectos y actuaciones comunitarias.
UC1026_3: Incorporar la perspectiva de género en los proyectos de intervención social.",0344. Metodología de la intervención social.
Servicios Socioculturales y a la Comunidad,CFGS,Técnico Superior en Animación Sociocultural y Turística,"UC1020_3: Establecer y mantener relación con los principales agentes comunitarios: población, técnicos y administraciones, dinamizando la relación recíproca entre ellos.
UC1021_3: Promover la participación ciudadana en los proyectos y recursos comunitarios.
UC1023_3: Intervenir, apoyar y acompañar en la creación y desarrollo de tejido asociativo.
UC1025_3: Aplicar procesos y técnicas de mediación en la gestión de conflictos entre agentes comunitarios.",1128. Desarrollo comunitario.
Servicios Socioculturales y a la Comunidad,CFGS,Técnico Superior en Animación Sociocultural y Turística,"UC1874_3: Organizar y gestionar servicios de información de interés para la juventud.
UC1875_3: Organizar y gestionar acciones de dinamización de la información para jóvenes.",1129. Información juvenil.
Servicios Socioculturales y a la Comunidad,CFGS,Técnico Superior en Animación Sociocultural y Turística,UC1876_3: Organizar acciones socioeducativas dirigidas a jóvenes en el marco de la educación no formal.,1130. Intervención socioeducativa con jóvenes.
Servicios Socioculturales y a la Comunidad,CFGS,Técnico Superior en Educación Infantil,"UC1027_3: Establecer y mantener relaciones fluidas con la comunidad educativa y coordinarse con las familias, el equipo educativo y con otros profesionales.",0017 Habilidades sociales.
Servicios Socioculturales y a la Comunidad,CFGS,Técnico Superior en Educación Infantil,"UC1028_3: Programar, organizar, realizar y evaluar procesos de intervención educativa de centro y de grupo de niños y niñas.",0011 Didáctica de la educación infantil.
Servicios Socioculturales y a la Comunidad,CFGS,Técnico Superior en Educación Infantil,"UC1029_3: Desarrollar programas de adquisición y entrenamiento en hábitos de autonomía y salud, y
programas de intervención en situaciones de riesgo,",0012 Autonomía personal y salud infantil
Servicios Socioculturales y a la Comunidad,CFGS,Técnico Superior en Educación Infantil,UC1030_3: Promover e implementar situaciones de juego como eje de la actividad y del desarrollo infantil.,"0013 El juego infantil y su metodología,"
Servicios Socioculturales y a la Comunidad,CFGS,Técnico Superior en Educación Infantil,UC1031_3: Desarrollar los recursos expresivos y comunicativos del niño y la niña como medio de crecimiento personal y social.,0014 Expresión y comunicación.
Servicios Socioculturales y a la Comunidad,CFGS,Técnico Superior en Educación Infantil,"UC1032_3: Desarrollar acciones para favorecer la exploración del entorno a través del contacto con los objetos, y las relaciones del niño o niña con sus iguales y con las personas adultas.","0016 Desarrollo socioafectivo.
0018 Intervención con familias y atención a menores en riesgo social."
Servicios Socioculturales y a la Comunidad,CFGS,Técnico Superior en Educación Infantil,"UC1033_3: Definir, secuenciar y evaluar aprendizajes, interpretándolos en el contexto del desarrollo infantil de cero a seis años.",0015 Desarrollo cognitivo y motor.
Servicios Socioculturales y a la Comunidad,CFGS,Técnico Superior en Formación para la Movilidad Segura y Sostenible,UC1871_3: Organizar y preparar el contexto de enseñanza-aprendizaje en las escuelas particulares de conduccción.,"1652. Organización de la formación de personas conductoras.
1658. Didáctica de la formación para la seguridad vial."
Servicios Socioculturales y a la Comunidad,CFGS,Técnico Superior en Formación para la Movilidad Segura y Sostenible,"UC1873_3: Programar, impartir y evaluar actividades de sensibilización, reeducación y formación en el ámbito de laseguridad vial.",1657. Seguridad vial.
Servicios Socioculturales y a la Comunidad,CFGS,Técnico Superior en Formación para la Movilidad Segura y Sostenible,UC1872_3: Impartir y evaluar la formación requerida para la conducción de vehículos.,"1651. Tráfico, circulación de vehículos y transporte por carretera.
1655. Didáctica de la enseñanza práctica de la conducción."
Servicios Socioculturales y a la Comunidad,CFGS,Técnico Superior en Integración Social,"UC0252_3: Programar, organizar y evaluar las intervenciones de integración social.
UC1448_3: Detectar, generar y utilizar recursos sociales y comunitarios para la realización de intervenciones socioeducativas con personas con discapacidad.",0337. Contexto de la intervención social.
Servicios Socioculturales y a la Comunidad,CFGS,Técnico Superior en Integración Social,"UC1034_3: Gestionar la información sobre los recursos sociolaborales y formativos y colaborar en el análisis de puestos de trabajo para la inserción sociolaboral de personas con discapacidad.
UC1035_3: Realizar las intervenciones dirigidas al entrenamiento para la adquisición y desarrollo de habilidades sociolaborales en las personas con discapacidad.
UC1036_3: Apoyar en el proceso de inserción sociolaboral de personas con discapacidad.
UC1037_3: Efectuar el seguimiento de la inserción sociolaboral con la empresa, el usuario y su entorno personal.",0338. Inserción sociolaboral.
Servicios Socioculturales y a la Comunidad,CFGS,Técnico Superior en Integración Social,"UC1450_3: Organizar, desarrollar y evaluar procesos de inclusión de personas con discapacidad en espacios de ocio y tiempo libre.
UC1452_3: Actuar, orientar y apoyar a las familias de personas con discapacidad, en colaboración con profesionales de nivel superior.",0339. Atención a las unidades de convivencia.
Servicios Socioculturales y a la Comunidad,CFGS,Técnico Superior en Integración Social,"UC1038_3: Identificar y concretar las características y necesidades del contexto social de la intervención.
UC1039_3: Prevenir conflictos entre distintas personas, actores y colectivos sociales.
UC1040_3: Organizar e implementar el proceso de gestión de conflictos.
UC1041_3: Realizar la valoración, el seguimiento y la difusión de la mediación como una vía de gestión de conflictos.",0340. Mediación comunitaria.
Servicios Socioculturales y a la Comunidad,CFGS,Técnico Superior en Integración Social,"UC1427_3: Ejecutar, en colaboración con el tutor/a y/o con el equipo interdisciplinar del centro educativo, los programas educativos del alumnado con necesidades educativas especiales (ACNEE) en su aula de referencia.
UC1428_3: Implementar los programas de autonomía e higiene personal en el aseo del alumnado con necesidades educativas especiales (ACNEE), participando con el equipo interdisciplinar del centro educativo.",0341. Apoyo a la intervención educativa.
Servicios Socioculturales y a la Comunidad,CFGS,Técnico Superior en Integración Social,"UC0253_3: Desarrollar las intervenciones dirigidas al entrenamiento y a la adquisición de habilidades de autonomía personal y social.
UC1449_3: Organizar y realizar el acompañamiento de personas con discapacidad en la realización de actividades programadas.
UC1451_3: Organizar y desarrollar el entrenamiento en estrategias cognitivas básicas y alfabetización tecnológica para personas con discapacidad, en colaboración con profesionales de nivel superior.",0342. Promoción de la autonomía personal.
Servicios Socioculturales y a la Comunidad,CFGS,Técnico Superior en Integración Social,"UC0254_3: Establecer, adaptar y aplicar sistemas alternativos de comunicación.",0343. Sistemas aumentativos y alternativos de comunicación.
Servicios Socioculturales y a la Comunidad,CFGS,Técnico Superior en Integración Social,"UC1022_3: Dinamizar la planificación, desarrollo y evaluación de intervenciones y proyectos comunitarios y de participación ciudadana que se desarrollen entre los diferentes agentes que configuran una comunidad o una zona territorial.
UC1024_3: Establecer estrategias de comunicación y difusión de los diferentes proyectos y actuaciones comunitarias.
UC1026_3: Incorporar la perspectiva de género en los proyectos de intervención social.",0344. Metodología de la intervención social.
Servicios Socioculturales y a la Comunidad,CFGS,Técnico Superior en Mediación Comunicativa,"UC0252_3: Programar, organizar y evaluar las intervenciones de integración social.
UC1026_3: Incorporar la perspectiva de género en los proyectos de intervención social.","1111. Metodología de la integración social de las personas con dificultades de comunicación, lenguaje y habla."
Servicios Socioculturales y a la Comunidad,CFGS,Técnico Superior en Mediación Comunicativa,"UC1447_3: Asesorar y sensibilizar a individuos, colectivos e instituciones sobre la comunidad sorda.
UC1023_3: Intervenir, apoyar y acompañar en la creación y desarrollo del tejido asociativo.",1112. Sensibilización social y participación.
Servicios Socioculturales y a la Comunidad,CFGS,Técnico Superior en Mediación Comunicativa,"UC1439_3: Participar en el desarrollo de programas educativos y formativos para personas sordociegas.
UC 1441_3: Facilitar la interacción de la persona sordociega para la realización de gestiones básicas.",1113. Intervención socioeducativa con personas sordociegas.
Servicios Socioculturales y a la Comunidad,CFGS,Técnico Superior en Mediación Comunicativa,"UC1438_3: Utilizar los sistemas y recursos de apoyo a la comunicación específicos de las personas sordociegas y las técnicas de guía vidente.
UC1440_3: Realizar intervenciones dirigidas a paliar situaciones de aislamiento en las personas sordociegas.",1114. Contexto de la mediación comunicativa con personas sordociegas.
Servicios Socioculturales y a la Comunidad,CFGS,Técnico Superior en Mediación Comunicativa,UC1437_3: Utilizar la Lengua de Signos Española para el ejercicio de sus funciones.,"1115. Lengua de signos.
1116. Ámbitos de aplicación de la lengua de signos."
Servicios Socioculturales y a la Comunidad,CFGS,Técnico Superior en Mediación Comunicativa,"UC0254_3: Establecer, adaptar y aplicar sistemas alternativos de comunicación.",0343. Sistemas aumentativos y alternativos de comunicación.
Servicios Socioculturales y a la Comunidad,CFGS,Técnico Superior en Promoción de Igualdad de Género,0344. Metodología de la intervención social.,"UC1022_3: Dinamizar la planificación, desarrollo y evaluación de intervenciones y proyectos comunitarios y de participación ciudadana que se desarrollen entre los diferentes agentes que configuran una comunidad o una zona territorial.
UC1024_3: Establecer estrategias de comunicación y difusión de los diferentes proyectos y actuaciones comunitarias.
UC1026_3: Incorporar la perspectiva de género en los proyectos de intervención social."
Servicios Socioculturales y a la Comunidad,CFGS,Técnico Superior en Promoción de Igualdad de Género,1128. Desarrollo comunitario.,"UC1020_3: Establecer y mantener relación con los principales agentes comunitarios: población, técnicos y administraciones, dinamizando la relación recíproca entre ellos.
UC1021_3: Promover la participación ciudadana en los proyectos y recursos comunitarios.
UC1023_3: Intervenir, apoyar y acompañar en la creación y desarrollo del tejido asociativo.
UC1025_3: Aplicar procesos y técnicas de mediación en la gestión de conflictos entre agentes comunitarios."
Servicios Socioculturales y a la Comunidad,CFGS,Técnico Superior en Promoción de Igualdad de Género,1401. Información y comunicación con perspectiva de género.,"UC1453_3: Promover y mantener canales de comunicación en el entorno de intervención, incorporando la perspectiva de género."
Servicios Socioculturales y a la Comunidad,CFGS,Técnico Superior en Promoción de Igualdad de Género,1402. Prevención de la violencia de género.,"UC1584_3: Detectar, prevenir y acompañar en el proceso de atención a situaciones de violencia ejercida contra las mujeres."
Servicios Socioculturales y a la Comunidad,CFGS,Técnico Superior en Promoción de Igualdad de Género,1403. Promoción del empleo femenino.,"UC1582_3: Detectar e informar a organizaciones, empresas, mujeres y agentes del entorno de intervención sobre relaciones laborales y la creación, acceso y permanencia del empleo en condiciones de igualdad efectiva de mujeres y hombres."
Servicios Socioculturales y a la Comunidad,CFGS,Técnico Superior en Promoción de Igualdad de Género,1404. Ámbitos de intervención para la promoción de igualdad.,"UC1583_3: Participar en la detección, análisis, implementación y evaluación de proyectos para la igualdad efectiva de mujeres y hombres."
Servicios Socioculturales y a la Comunidad,CFGS,Técnico Superior en Promoción de Igualdad de Género,1405. Participación social de las mujeres.,"UC1454_3: Favorecer la participación de las mujeres y la creación de redes estables que, desde la perspectiva de género, impulsen el cambio de actitudes en la sociedad y el empoderamiento de las mujeres."
"Textil, Confección y Piel",CFGM,Técnico en Calzado y Complementos de Moda,"UC2822_2: Aplicar operaciones de corte y ensamblado a mano y/o a máquina en la confección a medida y/o semimedida.
UC0443_2: Ensamblar componentes de prendas y artículos de peletería.",0269. Confección industrial.
"Textil, Confección y Piel",CFGM,Técnico en Calzado y Complementos de Moda,"UC2348_2: Realizar el estudio de marcadas.
UC2349_2: Realizar operaciones de extendido.
UC2350_2: Realizar operaciones de corte.
UC2351_2: Realizar operaciones complementarias al corte.
UC2352_2: Realizar operaciones previas al cortado en calzado y marroquinería.
UC2353_2: Realizar operaciones de corte en calzado y marroquinería.",0267. Corte de materiales.
"Textil, Confección y Piel",CFGM,Técnico en Calzado y Complementos de Moda,"UC0195_2: Reconocer materias primas y productos de confección, calzado y marroquinería.",0275. Materias textiles y piel.
"Textil, Confección y Piel",CFGM,Técnico en Calzado y Complementos de Moda,UC0450_2: Realizar el montado y acabado de artículos de marroquinería.,0603. Montado y acabado de artículos de marroquinería.
"Textil, Confección y Piel",CFGM,Técnico en Calzado y Complementos de Moda,"UC0451_2: Realizar el montado de calzado por diferentes sistemas y acabados.
UC0452_2: Realizar el montado de calzado por inyectado y vulcanizado.",0604. Montado y acabado de calzado.
"Textil, Confección y Piel",CFGM,Técnico en Calzado y Complementos de Moda,"UC1502_2: Seleccionar materias primas, productos manufacturados, herramientas y máquinas de fabricación de calzado a medida y ortopédico.",0605. Procesos de elaboración de calzado a medida.
"Textil, Confección y Piel",CFGM,Técnico en Calzado y Complementos de Moda,"UC1503_2: Adaptar hormas base para fabricar calzado a medida y ortopédico.
UC1504_2: Elaborar calzado a medida y ortopédico.",0606. Técnicas de fabricación de calzado a medida y ortopédico.
"Textil, Confección y Piel",CFGM,Técnico en Calzado y Complementos de Moda,UC1505_2: Adaptar o elaborar calzado para el espectáculo.,0607. Transformación de calzado para espectáculos.
"Textil, Confección y Piel",CFGM,Técnico en Confección y Moda,"UC0195_2: Reconocer materias primas y productos de confección, calzado y marroquinería.",0275. Materias textiles y piel.
